"docid" "Reference"
"58cf9a24cf58f1035b8be065" "Rodgers, K. A., 1979, The occurrence of Mangakotuku Siltstone in Northwest Port Waikato Region, Journal of the Royal Society of New Zealand, 9, 2, 253--257, 10.1080/03036758.1979.10419415"
"55afef98e138238f9de483c9" "Webster, James D., 1983, Petrography of some Ambrosia Lake, New Mexico prefault uranium ores, and implications for their genesis, Open-File Report, , , , "
"54c0cf26e1382389c54c3932" "Benison, Kathleen Counter; Bowen, Brenda Beitler, 2013, Extreme sulfur-cycling in acid brine lake environments of Western Australia, Chemical Geology, , , 154--167, 10.1016/j.chemgeo.2013.05.018"
"58d3ea13cf58f111d637fc42" "Morris, R. C.; Kneeshaw, M., 2011, Genesis modelling for the Hamersley BIF-hosted iron ores of Western Australia: a critical review, Australian Journal of Earth Sciences, 58, 5, 417--451, 10.1080/08120099.2011.566937"
"5b5366c6cf58f1ac62db231b" "Tribovillard, Nicolas; Hatem, Ebraheem; Averbuch, Olivier; Barbecot, Florent; Bout-Roumazeilles, Viviane; Trentesaux, Alain, 2015, Iron availability as a dominant control on the primary composition and diagenetic overprint of organic-matter-rich rocks, Chemical Geology, 401, , 67--82, 10.1016/j.chemgeo.2015.02.026"
"56a6a2cdcf58f1944252e1cd" "Haruna, Makoto; Hanamuro, Takahiro; Uyeda, Kaoru; Fujimaki, Hirokazu; Ohmoto, Hiroshi, 2003, Chemical, Isotopic, and Fluid Inclusion Evidence for the Hydrothermal Alteration of the Footwall Rocks of the BIF-Hosted Iron Ore Deposits in the Hamersley District, Western Australia, Resource Geology, 53, 2, 75--88, 10.1111/j.1751-3928.2003.tb00160.x"
"5c31e7141faed655488ba3fe" "O'Connell, Brennan; Planavsky, Noah J., 2018, Authigenic chromium enrichments in Proterozoic ironstones, Sedimentary Geology, 372, , 25--43, 10.1016/j.sedgeo.2018.05.002"
"58d05f35cf58f143d83df2f8" "Davidson, G. J., 1998, Variation in copper‐gold styles through time in the Proterozoic Cloncurry goldfield, Mt Isa Inlier: A reconnaissance view, Australian Journal of Earth Sciences, 45, 3, 445--462, 10.1080/08120099808728403"
"5c31e7141faed655488ba3f9" "Pufahl, P.K.; Murphy, J.B.; Taylor, K.G., 2019, Sedimentology and oceanography of Early Ordovician ironstone, Bell Island, Newfoundland: Ferruginous seawater and upwelling in the Rheic Ocean, Sedimentary Geology, 379, , 1--15, 10.1016/j.sedgeo.2018.10.007"
"5c31e7141faed655488ba3f7" "Reed, Robert M.; McCarty, Douglas K.; Bishop, James; Lipinski, C.J.; Fischer, Timothy B.; Crousse, Luisa; Reijenstein, Hernan, 2019, Grain assemblages and diagenesis in the Vaca Muerta Formation (Jurassic-Cretaceous), Neuquén Basin, Argentina, Sedimentary Geology, 380, , 45--64, 10.1016/j.sedgeo.2018.11.007"
"54b43274e138239d868518d3" "Mossman, David J.; Dyer, Betsey Dexter, 1985, The geochemistry of Witwatersrand-type gold deposits and the possible influence of ancient prokaryotic communities on gold dissolution and precipitation, Precambrian Research, 30, 4, 303--319, 10.1016/0301-9268(85)90084-1"
"5508d75ae138238460c4f460" ", 1998, Papers to appear in forthcoming issues, Applied Geochemistry, 13, 1, I, 10.1016/S0883-2927(98)90001-4"
"5712c40ccf58f160223ef70a" "HANDLE, K. C.; POWELL, W. G., 2012, MORPHOLOGICALLY SIMPLE ENIGMATIC FOSSILS FROM THE WHEELER FORMATION: A COMPARISON WITH DEFINITIVE ALGAL FOSSILS, PALAIOS, 27, 5, 304--316, 10.2110/palo.2011.p11-068r"
"578f0686cf58f1914e39573a" "SAVOY, LAURET E., 1992, Environmental record of Devonian-Mississippian carbonate and low-oxygen facies transitions, southernmost Canadian Rocky Mountains and northwesternmost Montana, Geological Society of America Bulletin, 104, 11, 1412--1432, 10.1130/0016-7606(1992)104<1412:erodmc>2.3.co;2"
"5a850e1dcf58f13f065e4206" "Ossa Ossa, Frantz; Eickmann, Benjamin; Hofmann, Axel; Planavsky, Noah J.; Asael, Dan; Pambo, Florent; Bekker, Andrey, 2018, Two-step deoxygenation at the end of the Paleoproterozoic Lomagundi Event, Earth and Planetary Science Letters, 486, , 70--83, 10.1016/j.epsl.2018.01.009"
"54d25895e138235369fe0101" "Webb, John A.; Sasowsky, Ira D., 1994, The interaction of acid mine drainage with a carbonate terrane: evidence from the Obey River, north-central Tennessee, Journal of Hydrology, 161, 1-4, 327--346, 10.1016/0022-1694(94)90133-3"
"55b2f105e138231cbdd6cf26" "U.S. Geological Survey, 1967, Geological Survey research 1967, Chapter D, Professional Paper, , , , 10.3133/pp575D"
"55b39c28e138231cbdd6d2bf" "Lee, K.Y.; Froelich, A.J., 1989, Triassic-Jurassic stratigraphy of the Culpeper and Barboursville basins, Virginia and Maryland, Professional Paper, , , , 10.3133/pp1472"
"55addeeae13823763a8307f0" "Howard, K.A.; John, Barbara E.; Nielson, J.E., 1997, Preliminary geologic map of the eastern and northern parts of the Topock 7.5-minute quadrangle, Arizona and California, Open-File Report, , , , 10.3133/ofr95534"
"5c67a73a1faed65548960331" "Bauer, Jeffrey A., 1989, Conodont biostratigraphy and paleoecology of Middle Ordovician rocks in eastern Oklahoma, Journal of Paleontology, 63, 01, 92--107, 10.1017/S0022336000041019"
"5c30aaba1faed655488b8130" "Heaman, Larry M.; Kjarsgaard, Bruce; Ootes, Luke; Pearson, D. Graham; Creaser, Robert A., 2019, Athapuscow aulacogen revisited: Geochronology and geochemistry of the 2046 Ma Union Island Group mafic magmatism, East Arm of Great Slave Lake, Northwest Territories, Canada, Precambrian Research, 321, , 85--102, 10.1016/j.precamres.2018.11.012"
"55ae8dd9e13823763a830c67" "Goldhaber, Martin B.; Eidel, J. James, 1992, Mineral resources of the Illinois Basin in the context of basin evolution, Open-File Report, , , , "
"557b61c7e138239225f863c5" "Stanley, Richard G.; Johnson, Samuel Y.; Swisher, Carl C., III; Mason, Mark A.; Obradovich, John D.; Cotton, Mary Lou; Filewicz, Mark V.; Vork, David R.; Pawlewicz, Mark J.; Valin, Zenon C.; Schneider, Jean-Luc; Fisher, Richard V., 1996, Age of the Lospe Formation (early Miocene) and origin of the Santa Maria Basin, California. Petroleum source potential and thermal maturity of the Lospe Formation (lower Miocene) near Point Sal, onshore Santa Maria Basin, California. Obispo Formation, California; remobilized pyroclastic material, Bulletin, , , , "
"54b4326fe138239d86850ab9" "Wacey, David; Saunders, Martin; Cliff, John; Kilburn, Matt R.; Kong, Charlie; Barley, Mark E.; Brasier, Martin D., 2014, Geochemistry and nano-structure of a putative ∼3240 million-year-old black smoker biota, Sulphur Springs Group, Western Australia, Precambrian Research, , , 1--12, 10.1016/j.precamres.2014.04.016"
"559dac12e138230816dad922" "Van Gosen, B. S.; Wenrich, K. J., 1987, Lithology and stratigraphy of a drill core from the vicinity of the Hack Canyon mines, Mohave County, northern Arizona, Open-File Report, , , , "
"55b90743e1382373b63b831e" ", 1979, List of contents, author index, subject index and list of referees, Geochimica et Cosmochimica Acta, , , iii--xlii, 10.1016/0016-7037(79)90265-5"
"55ad20aee13823763a830332" "Gray, J.E.; Detra, D.E.; Eppinger, Robert G.; Hill, R.H.; Slaughter, K.E.; Sutley, S.J., 1990, Geochemical data and sample locality maps for stream-sediment and heavy-mineral-concentrate samples, and mineralogical data of nonmagnetic, heavy-mineral-concentrate samples, collected near five cinnabar-stibnite mineral occurrences in the Kuskokwim River region, southwestern Alaska, Open-File Report, , , , 10.3133/ofr90299A"
"558d2ec5e13823109f3edc9e" "Brokaw, Arnold Leslie; Rodgers, John; Kent, D.F.; Laurence, R.A.; Behre, C.H., 1966, Geology and mineral deposits of the Powell River area, Claiborne and Union Counties, Tennessee, Bulletin, , , , 10.3133/b1222C"
"5783c3b0cf58f1a02310caeb" "LIU, ALEXANDER G., 2016, FRAMBOIDAL PYRITE SHROUD CONFIRMS THE ‘DEATH MASK' MODEL FOR MOLDIC PRESERVATION OF EDIACARAN SOFT-BODIED ORGANISMS, PALAIOS, 31, 5, 259--274, 10.2110/palo.2015.095"
"5a2c4f12cf58f15b752cb471" "Fox, N.; Parbhakar-Fox, A.; Moltzen, J.; Feig, S.; Goemann, K.; Huntington, J., 2017, Applications of hyperspectral mineralogy for geoenvironmental characterisation, Minerals Engineering, 107, , 63--77, 10.1016/j.mineng.2016.11.008"
"54fcc9e9e138239936c6de64" "Nabbefeld, Birgit; Grice, Kliti; Schimmelmann, Arndt; Sauer, Peter E.; Böttcher, Michael E.; Twitchett, Richard, 2010, Significance of δDkerogen, δ13Ckerogen and δ34Spyrite from several Permian/Triassic (P/Tr) sections, Earth and Planetary Science Letters, 1-2, , 21--29, 10.1016/j.epsl.2010.03.015"
"5c3e89921faed655488cd675" "YOUNG, 2018, GEOCHEMISTRY, CLAY MINERALOGY, AND TAPHONOMY OF THE FOSSIL-RICH BUTTER SHALES, PALAIOS, 33, 8, 393--402, 10.2110/palo.2017.037"
"55b8cb37e13823bd29ba8a0a" "Edited by Behrendt, John Charles, 1983, Petroleum and mineral resources of Antarctica, Circular, , , , "
"58d3f14ccf58f11452527736" "Giddings, J. A.; Wallace, M. W.; Woon, E. M. S., 2009, Interglacial carbonates of the Cryogenian Umberatana Group, northern Flinders Ranges, South Australia, Australian Journal of Earth Sciences, 56, 7, 907--925, 10.1080/08120090903005378"
"54b43274e138239d86851824" "Needham, R.S.; Stuart-Smith, P.G.; Page, R.W., 1988, Tectonic evolution of the Pine Creek Inlier, Northern Territory, Precambrian Research, , , 543--564, 10.1016/0301-9268(88)90084-8"
"54b43274e138239d8685182a" "Stevens, B.P.J.; Barnes, R.G.; Brown, R.E.; Stroud, W.J.; Willis, I.L., 1988, The Willyama Supergroup in the Broken Hill and Euriowie Blocks, New South Wales, Precambrian Research, , , 297--327, 10.1016/0301-9268(88)90073-3"
"55b8e5cae13823bd29ba8abb" "Edited by Bartsch-Winkler, S.; Reed, K. M., 1986, Geologic studies in Alaska by the U.S. Geological Survey during 1985, Circular, , , , "
"55b7993de13823bd29ba8290" "Edited by Bradley, Dwight Culver; Dusel-Bacon, Cynthia, 1992, Geologic studies in Alaska by the U.S. Geological Survey, 1991, Bulletin, , , , "
"577da167cf58f13df632f022" "MOSE, DOUGLAS, 1969, The Age of the Hatton Tuff of the Ouachita Mountains, Southeastern Oklahoma, Geol Soc America Bull, 80, 11, 2373, 10.1130/0016-7606(1969)80[2373:taotht]2.0.co;2"
"5906f931cf58f16a0cf7de46" "Robinson, George W.; Chamberlain, Steven C., 2007, Gazetteer of Major New York State Mineral Localities, Rocks & Minerals, 82, 6, 472--483, 10.3200/RMIN.82.6.474-483"
"54b7726ee138230a74d15954" "Hudson, J.D.; Clements, R.G., 2007, The Middle Jurassic succession at Ketton, Rutland, Proceedings of the Geologists' Association, 118, 3, 239--264, 10.1016/S0016-7878(07)80026-5"
"570ff593cf58f11ad4b08572" "Macquaker, J. H.S.; Adams, A.E., 2003, Maximizing Information from Fine-Grained Sedimentary Rocks: An Inclusive Nomenclature for Mudstones, Journal of Sedimentary Research, 73, 5, 735--744, 10.1306/012203730735"
"54b43287e138239d86854bd2" "Kantorowicz, J.D., 1990, The influence of variations in illite morphology on the permeability of Middle Jurassic Brent Group sandstones, Cormorant Field, UK North Sea, Marine and Petroleum Geology, 7, 1, 66--74, 10.1016/0264-8172(90)90057-N"
"5c97a2c44e85ba2e7cc07943" "Kashif, I.; Ahmed, M. A.; AbdelGawad, E. A., NA, Mossbauer Spectroscopy of Kerogen Isolated from Miocene Petroleum Source Rocks of Three Fields in the Area of Suez Gulf, Egypt, Energy Sources, Part A: Recovery, Utilization, and Environmental Effects, 29, 15, 1361--1370, 10.1080/15567240701476694"
"54b43288e138239d86854eaf" "Poppe, L.J; Poag, C.W, 1993, Mesozoic stratigraphy and paleoenvironments of the Georges Bank Basin: A correlation of exploratory and cost wells, Marine Geology, 113, 3-4, 147--162, 10.1016/0025-3227(93)90015-N"
"55929ed5e138236ee22180a1" "Rugless, C.S.; Govett, G.J.S., 1984, Exploration rock geochemistry for Pinnacles-type mineralization at Broken Hill, N.S.W., Australia, Journal of Geochemical Exploration, 22, 1-3, 133--160, 10.1016/0375-6742(84)90010-4"
"54d8eec4e138238471e804ff" "Dutkiewicz, A.; Ridley, J.; Buick, R., 2003, Oil-bearing CO2–CH4–H2O fluid inclusions: oil survival since the Palaeoproterozoic after high temperature entrapment, Chemical Geology, 194, 1-3, 51--79, 10.1016/S0009-2541(02)00271-1"
"5c9747554e85ba2e7cc0735b" "Sütcü, H.; Eker, Y., NA, The Removal of Sulfur from Dursunbey and İskilip Lignites in Turkey, Using Natural Trona: 1. The Effect of the Thermal Method, Energy Sources, Part A: Recovery, Utilization, and Environmental Effects, 35, 1, 83--91, 10.1080/15567036.2010.518220"
"5c97beef4e85ba2e7cc07ae5" "Iordanidis, Andreas; Van Doesburg, Jan, NA, Mineralogy and Geochemistry of Density-Separated Greek Lignite Fractions, Energy Sources, Part A: Recovery, Utilization, and Environmental Effects, 28, 1, 19--24, 10.1080/009083190519393"
"5746d861cf58f18eaa950a01" "Thomson, Robert C.; Smith, Paul L.; Tipper, Howard W., 1986, Lower to Middle Jurassic (Pliensbachian to Bajocian) stratigraphy of the northern Spatsizi area, north-central British Columbia, Canadian Journal of Earth Sciences, 23, 12, 1963--1973, 10.1139/e86-182"
"5ab974c9cf58f1848fb0e71d" "Mondillo, N.; Arfè, G.; Boni, M.; Balassone, G.; Boyce, A.; Joachimski, M.; Kang, J.S.; Villa, I.M., 2018, The Cristal Zinc prospect (Amazonas region, northern Peru). Part I: New insights on the sulfide mineralization in the Bongará province, Ore Geology Reviews, 94, , 261--276, 10.1016/j.oregeorev.2018.01.021"
"55b3f2eee138231cbdd6d4b8" "Klepper, Montis Ruhl; Ruppel, E. T.; Freeman, V. L.; Weeks, R. A., 1971, Geology and mineral deposits, east flank of the Elkhorn Mountains, Broadwater County, Montana, Professional Paper, , , , "
"58d03c01cf58f138516d1230" "Reed, A., 2002, Formation of lode‐style gold mineralisation during Tabberabberan wrench faulting at Lefroy, eastern Tasmania, Australian Journal of Earth Sciences, 49, 5, 879--890, 10.1046/j.1440-0952.2002.00960.x"
"57604adacf58f1b9b0f7fb40" "Spinks, Samuel C.; Schmid, Susanne; Pagés, Anais; Bluett, Josh, 2016, Evidence for SEDEX-style mineralization in the 1.7Ga Tawallah Group, McArthur Basin, Australia, Ore Geology Reviews, , , 122--139, 10.1016/j.oregeorev.2016.01.007"
"5c30a3f31faed655488b80a5" "Pittman, N., 2018, Subaqueous strombolian eruptions, and eruption-fed pyroclastic deposits in a Paleoproterozoic rifted-arc: Hidden formation, Flin Flon, Canada, Precambrian Research, 316, , 48--65, 10.1016/j.precamres.2018.07.010"
"5c3eb3b91faed655488cdb0d" "Stritch, Rebecca A; Schröder-Adams, Claudia J, 1999, Foraminiferal response to Albian relative sea-level changes in northwestern and central Alberta, Canada, Canadian Journal of Earth Sciences, 36, 10, 1617--1643, 10.1139/e99-079"
"54cd1bc2e138236bcc92a2e7" "Slack, J.F.; Grenne, T.; Bekker, A.; Rouxel, O.J.; Lindberg, P.A., 2007, Suboxic deep seawater in the late Paleoproterozoic: Evidence from hematitic chert and iron formation related to seafloor-hydrothermal sulfide deposits, central Arizona, USA, Earth and Planetary Science Letters, 255, 1-2, 243--256, 10.1016/j.epsl.2006.12.018"
"558317f6e1382390b43c96a9" "Smith, W.D.; St. Peter, C.J.; Naylor, R.D.; Mukhopadhyay, P.K.; Kalkreuth, W.D.; Ball, F.D.; Macauley, G., 1991, Composition and depositional environment of major eastern Canadian oil shales, International Journal of Coal Geology, 19, 1-4, 385--438, 10.1016/0166-5162(91)90028-H"
"5d708fa30b45c76cafa71587" "ALLEN, J.R.L.; FULFORD, M.G.; TODD, J.A., 2007, BURNT KIMMERIDGIAN SHALE AT EARLY ROMAN SILCHESTER, SOUTH-EAST ENGLAND, AND THE ROMAN POOLE?PURBECK COMPLEX-AGGLOMERATED GEOMATERIALS INDUSTRY, Oxford Journal of Archaeology, 26, 2, 167--191, 10.1111/j.1468-0092.2007.00279.x"
"5502e48ee1382326932d7be8" "Melezhik, V.A.; Fallick, A.E.; Filippov, M.M.; Larsen, O., 1999, Karelian shungite—an indication of 2.0-Ga-old metamorphosed oil-shale and generation of petroleum: geology, lithology and geochemistry, Earth-Science Reviews, 1-2, , 1--40, 10.1016/S0012-8252(99)00027-6"
"5d4eb2100b45c76cafa446fd" "Elliott, J.E.; Wallace, C.A.; Lee, G.K.; Antweiler, J.C.; Lidke, D.J.; Rowan, L.C.; Hanna, W.F.; Trautwein, C.M.; Dwyer, John L.; Moll, S.H., 1992, Map showing mineral resource assessment for vein and replacement deposits of gold, silver, copper, lead, zinc, manganese, and tungsten in the Butte 1 degree by 2 degrees Quadrangle, Montana, IMAP, , , , 10.3133/i2050D"
"55c2e567cf58f1a8110b8c05" "Woodland, S.J.; Rehkämper, M.; Halliday, A.N.; Lee, D.-C.; Hattendorf, B.; Günther, D., 2005, Accurate measurement of silver isotopic compositions in geological materials including low Pd/Ag meteorites, Geochimica et Cosmochimica Acta, 69, 8, 2153--2163, 10.1016/j.gca.2004.10.012"
"55b8d9d5e13823bd29ba8a73" "Hawley, C.C.; Griffitts, Wallace R., 1968, Distribution of beryllium, tin, and tungsten in the Lake George area, Colorado, Circular, , , , 10.3133/cir597"
"54b4324ce138239d8684a89a" "Terfelt, Fredrik; Eriksson, Mats E.; Schmitz, Birger, 2014, The Cambrian–Ordovician transition in dysoxic facies in Baltica — diverse faunas and carbon isotope anomalies, Palaeogeography, Palaeoclimatology, Palaeoecology, , , 59--73, 10.1016/j.palaeo.2013.11.021"
"58d07b38cf58f14d68e4a2bf" "Osborne, R. A. L., 1993, Geological note: Cave formation by exhumation of Palaeozoic palaeokarst deposits at Jenolan Caves, New South Wales, Australian Journal of Earth Sciences, 40, 6, 591--593, 10.1080/08120099308728106"
"55b8456fe13823bd29ba868a" "Robinson, G. R.; Lesure, F. G.; Marlowe, J. I.; Foley, N. K.; Clark, S. H., 1992, Bedrock geology and mineral resources of the Knoxville 1 degree x 2 degrees quadrangle, Tennessee, North Carolina, and South Carolina, Bulletin, , , , "
"55b7c167e13823bd29ba8369" "Eberlein, G. Donald; Churkin, Michael, 1970, Paleozoic stratigraphy in the northwest coastal area of Prince of Wales Island, southeastern Alaska, Bulletin, , , , 10.3133/b1284"
"5712d933cf58f16752e76c51" "Schieber, J.; Baird, G., 2001, On the Origin and Significance of Pyrite Spheres in Devonian Black Shales of North America, Journal of Sedimentary Research, 71, 1, 155--166, 10.1306/051600710155"
"5592ca16e138236ee221815f" "Zielinski, Robert A., 1982, Uraniferous opal, Virgin Valley, Nevada: conditions of formation and implications for uranium exploration, Journal of Geochemical Exploration, 16, 3, 197--216, 10.1016/0375-6742(82)90010-3"
