legend_id,source_id,name,strat_name,age,dec,comments,lith_class 
70430,162,Ramsay,Ramsay Formation,Late Archean,"Felsic schist and pyroclastic rocks. Variably metamorphosed rhyolite and rhyodacite.  Original textures are poorly preserved, but fragmental textures in some outcrops indicate unit is at least partly pyroclastic.  Where least metamorphosed consists of quartz, plagioclase and K-feldspar with minor biotite, chlorite, epidote, and calcite.  Pyrite is locally abundant.  Most of unit is more highly metamorphosed and is quartz-feldspar-biotite-garnet schist.",Superior province; marine; submarine volcano,"{igneous,metamorphic}"
46521,42,Glendora Volcanics: Rhyolite and dacite flows,Glendora Volcanics,Miocene,"Finely layered, gray to reddish-gray, felsic rhyolite and rhyolite to dacite. Rocks are about 90 percent rhyolitic glass containing about 10 percent very fine-grained phenocrysts of oligoclase and trace amounts of tridymite. In some areas unit contains perlite and autobrecciated flow-rock. At north end of Puente Hills, rocks are pervasively silicified and pyritized (Shelton, 1955)",,{igneous}
10991,5,Postmans Creek Granodiorite,Postmans Creek Granodiorite,Late Permian to Early Triassic,"Medium to coarse-grained, blue-grey rock, containing plagioclase, K-feldspar, hornblende, biotite, quartz, chlorite and disseminated pyrite. Parts are slightly porphyritic with euhedral plagioclase in a medium-grained groundmass. Hornblende is poikolitic",igneous felsic intrusive; synthesis of multiple published descriptions,{igneous}
30467,21,"Syenite, trondhjemite, and granite",,Early Devonian to Ordovician?,"Dark green, medium-grained, inequigranular diorite and quartz diorite.  Mafic minerals, 30 to 40 per cent of rock, are entirely altered to chlorite and oxides or sulfides.  Pervasive sericitic alteration. Relict accessory apatite and sphene.  Metamorphic quartz, albite, chlorite, epidote-clinozoisite, sericite, calcite, leucoxene,  hematite, magnetite, and pyrite.   Foliated and deformed.  Unit is intruded by undeformed Annette pluton. Correlated with pluton on Duke Island.",,{metamorphic}
71876,186,Little Union Quartz Latite,Little Union Quartz Latite,late Eocene,"Medium- to dark-brownish-gray, quartz latite containing about 60 percent brownish glass matrix, 25 percent plagioclase crystals, 5 percent angular quartz, 5 percent biotite, and smaller amounts of orthoclase (a few as large phenocrysts); minor and accessory minerals are magnetite, green hornblende, apatite, zircon, and sphene (Behre, 1953). Described by Emmons (Emmons and others, 1886) but named by Behre (1953). Rock is distinctly brownish in color and is unaltered in all outcrops. Intrudes all rocks of the gray porphyry group (:gp); U-Pb zircon age is 36.3±0.2 Ma (Kellogg and others, 2017). Forms several sill-like bodies along Little Union Gulch, about 7 km south of Leadville. Includes a latite porphyry breccia forming an elongate body just southwest of Timberline Lake, locally composed of boulder-size and smaller fragments of Proterozoic granite in a matrix of fine-grained, highly sericitized latite, or quartz latite porphyry. Locally lacks fragments of Proterozoic granite (Tweto, 1974a), is pyritized, and was the target for drilling by Bear Creek Mining Company, who report a K-Ar age from drill core of 35.4±1.2 Ma (Tweto, 1974a)",,"{igneous,sedimentary}"
46553,42,Granophyre,,Cretaceous,"Gray, aphanitic to very fine-grained, granophryic textured granitic rock. Composed of granophryic intergrowths of quartz and alkali feldspars. Contains some fine-grained pyrite which oxidizes to give rock rusty appearance",,
86335,227,Naiset Formation,Naiset Formation,Middle Cambrian,"argillite and silty argillite: blue-green, blue-grey, grey-green, and grey, commonly calcareous or dolomitic; minor siltstone: calcareous as lenses, laminae and thin interbeds; lime mudstone: black, ribbon-bedded, pyritic; rare sandstone: calcareous, gritty and pebbly in basal part; local conglomerate: quartz-pebble at base.",,{sedimentary}
70420,162,Marquette Range Supergroup: Tyler Formation,Tyler Formation,Early Proterozoic,"Quartz-rich graywacke and argillite. Gray, greenish-gray, and brown. Thin- to thick-bedded, commonly graded-bedded. Ripple marks and cross laminations also common. Ferruginous black chert, black pyritic slate, and feruginous conglomerate near base.",Penokean province; marine; foreland basin,"{metamorphic,sedimentary}"
74228,205,Hazelton Group - Nechako Formation,Nechako Formation,Early Jurassic,"Black and white mudstone, locally with discrete white ash-tuff laminae, limy siltstone containing scarce grey and brownish impure limestone layers, subordinate feldspathic siltstone and rare arkosic sandstone; minor disseminated pyrite and concret",Stikinia terrane,{sedimentary}
88610,263,Monzonite intrusions,,middle Eocene,"Monzonite intrusions (middle Eocene) – Comprise Bingham and Last Chance stocks and associated intrusions at Bingham mine; medium- to dark-gray, augite-actinolite-phlogopite (quartz) monzonite; where altered, augite is replaced by actinolite, chlorite, phlogopite, and quartz, and some plagioclase is replaced by orthoclase; contains pyrite, chalcopyrite, bornite, and molybdenite mineralization; original magnetite is replaced by sulfide minerals; main Bingham ore host (KUCC, 2009); Last Chance stock has a U-Pb zircon age of 38.55 ± 0.19 Ma and 40Ar/39Ar age of 38.40 ± 0.16 Ma (Parry and others, 2001); similar monzonite intrusions occur south of the map area in the Spring Gulch and Calumet mine area (near Stockton), Soldier Canyon, and near axis of Long Ridge anticline (Lufkin, 1965; Laes and others, 1997; Krahulec, 2005).","igneous, intrusion",{igneous}
27786,21,"Heterogeneous metamorphic rocks, southeast Alaska",,Silurian and Ordovician,"Includes metasedimentary and metavolcanic rocks north of the Klehini River.  containing black argillite, thin-bedded black chert, thin-bedded black limestone, brown calcareous and carbonaceous wacke sandstone, graywacke, and dull green pillow basalt.  The chert, argillite, and limestone contain radiolarians.  Graywacke clasts include mainly chert, with subordinate limestone, sandstone, argillite, and volcanic rock fragments.  Pillow basalts have interbeds of argillite and graygreen tuffaceous siltstone. On southern Prince of Wales and Dall Islands, includes a basal conglomerate that unconformably overlies Wales Group rocks and contains metamorphosed clasts of Wales Group. Conglomerate is overlain by mudstone and siltstone turbidites with lenses of volcanic breccia, andesite breccia, thick sections of pillow basalt, felsic  pyroclastic deposits, flow-banded rhyolite, and felsic domes, minor limestone,  and black, graptolitic chert and argillite.  On Portland Peninsula and Annette and Duke Islands, includes metamorphosed (a) mafic, intermediate, and subordinate felsic volcanic and volcaniclastic rocks, (b) clastic and carbonate sedimentary rocks, and (c) subordinate intermediate and mafic intrusive rocks. Extrusive protoliths include basaltic tuff, agglomerate, and pillow flows and intermediate and felsic tuff (at least partly spilite and keratophyre); sedimentary protoliths include argillite, graywacke-siltstone, limestone, conglomerate, and, in the matrix of some of the pillow flows, red chert.  On Gravina Island (Berg, 1973) includes massive to locally schistose metavolcanic and metasedimentary rocks retain primary sedimentary textures.  Pillow basalt and volcanic breccia, greenstone, greenschist, phyllite, marble, and metadioritic rocks.  Greenschist facies metamorphic mineral assemblages include quartz, albite, k-feldspar, chlorite, colorless amphibole pseudomorphing pyroxene, sericite, epidote-clinozoisite, calcite, dolomite, prehnite, magnetite, and pyrite.  Hydrothermally altered and cut by fissure veins containing dolomite, calcite, quartz, barite, hematite, and sulfide minerals. (Unnamed, will be Moira Group, undivided, on Prince of Wales map)",,{igneous}
27788,21,"Heterogeneous metamorphic rocks, southeast Alaska",,Silurian and Ordovician,"Massive to locally schistose metavolcanic and metasedimentary rocks retain primary sedimentary textures.  Pillow basalt and volcanic breccia, greenstone, greenschist, phyllite, marble, and metadioritic rocks.  Greenschist facies metamorphic mineral assemblages include quartz, albite, k-feldspar, chlorite, colorless amphibole pseudomorphing pyroxene, sericite, epidote-clinozoisite, calcite, dolomite, prehnite, magnetite, and pyrite.  Hydrothermally altered and cut by fissure veins containing dolomite, calcite, quartz, barite, hematite, and sulfide minerals.   ",,{metamorphic}
27793,21,"Heterogeneous metamorphic rocks, southeast Alaska",,Silurian and Ordovician,"Includes metasedimentary and metavolcanic rocks north of the Klehini River.  containing black argillite, thin-bedded black chert, thin-bedded black limestone, brown calcareous and carbonaceous wacke sandstone, graywacke, and dull green pillow basalt.  The chert, argillite, and limestone contain radiolarians.  Graywacke clasts include mainly chert, with subordinate limestone, sandstone, argillite, and volcanic rock fragments.  Pillow basalts have interbeds of argillite and graygreen tuffaceous siltstone. On southern Prince of Wales and Dall Islands, includes a basal conglomerate that unconformably overlies Wales Group rocks and contains metamorphosed clasts of Wales Group. Conglomerate is overlain by mudstone and siltstone turbidites with lenses of volcanic breccia, andesite breccia, thick sections of pillow basalt, felsic  pyroclastic deposits, flow-banded rhyolite, and felsic domes, minor limestone,  and black, graptolitic chert and argillite.  On Portland Peninsula and Annette and Duke Islands, includes metamorphosed (a) mafic, intermediate, and subordinate felsic volcanic and volcaniclastic rocks, (b) clastic and carbonate sedimentary rocks, and (c) subordinate intermediate and mafic intrusive rocks. Extrusive protoliths include basaltic tuff, agglomerate, and pillow flows and intermediate and felsic tuff (at least partly spilite and keratophyre); sedimentary protoliths include argillite, graywacke-siltstone, limestone, conglomerate, and, in the matrix of some of the pillow flows, red chert.  On Gravina Island (Berg, 1973) includes massive to locally schistose metavolcanic and metasedimentary rocks retain primary sedimentary textures.  Pillow basalt and volcanic breccia, greenstone, greenschist, phyllite, marble, and metadioritic rocks.  Greenschist facies metamorphic mineral assemblages include quartz, albite, k-feldspar, chlorite, colorless amphibole pseudomorphing pyroxene, sericite, epidote-clinozoisite, calcite, dolomite, prehnite, magnetite, and pyrite.  Hydrothermally altered and cut by fissure veins containing dolomite, calcite, quartz, barite, hematite, and sulfide minerals. (Unnamed, will be Moira Group, undivided, on Prince of Wales map)",,{sedimentary}
36319,22,High-level fluvial deposits,,Tertiary | Quaternary,"Silt, clay, sand, gravel, sandstone, and conglomerate: Silt, light-gray to light-brown, clayey and sandy; contains fine to medium grains of quartz and chert.  Clay, light-brown to very light gray; mostly silty and sandy.  Sand, reddish-brown to very light gray; mostly silty and clayey; composed of rounded grains of quartz and accessory chert, mica, and opaque heavy minerals.  Gravel, light-gray to tan, sandy; contains rounded pebbles of quartz and sparse pebbles of chert and quartzite; cobbles of chert and quartzite, quartz and chert geodes, and silicified lithostrotionoid corals locally present, particularly in deposits at higher elevations.  Sandstone and conglomerate, yellowish-brown to dark-reddish-brown; locally present in basal few inches where gravel and sand overlie the New Albany Shale; limonite cement derived from weathering of pyrite in the New Albany.  Crossbedding and scour-and-fill structures apparent in fresh exposures.  Deposits cover 4.2 square miles and occur as remnants of terraces.",QTf; Palmer Quadrangle (GQ-613) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=777 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=112HGLV&gq_num=613&map_level=24K,{sedimentary}
88905,268,Birrimba Member - silica?pyrite variant,Birrimba Member,Ordovician,"White to biege, massive silica-pyrite rock; low pod-like exposure; euhedral pyrite up to 3 mm. Occasional sugary recrystallised silica texture. Some red-brown hematite staining, but characterised by lack of iron, in contrast to Oginr.",,
88904,268,Birrimba Member,Birrimba Member,Ordovician,"Red-grey, massive to finely laminated, quartz-hematite±magnetite units, occasionally with euhedral pyrite cubes <3 mm. Coincident with linear magnetic anomalies in the Birrimba and Narringa areas; white quartz veining common.",,
51856,73,Metagrit and iron-stained metaconglomerate of Boxelder Creek Formation,Boxelder Creek Formation,Early Proterozoic,"Intertongues with or underlies quartzite (unit Xbc). Local quartzite beds and an upper, thin phyllite unit. Contains pebbles of metachert, quartzite, and vein quartz. Conglomerate and grit moderately radioactive and enriched in pyrite and gold. Diagnostic accessory chromite and fuchsite. Mapped informally as “Tomahawk Tongue” of Boxelder Creek Formation (Redden, 1980). Fluvial origin. Thickness as much as 150 m.",,"{metamorphic,sedimentary}"
86933,247,Hoare Bay Group,Hoare Bay Group,Paleoproterozoic,"Shale±siltstone: grey to black weathering shales±siltstone; black shale is generally 1-3 m wide with abundant graphite and sulphides, commonly gossanous or marked by white chalky sulphur coating on weathered surface; locally bedding and cleavage coated by pyrite; grey shale is 1-100 m wide, fissile to flaggy, may be associated with dolomitic marble±calc-silicate and locally appears to transition up section into black shale. Shale horizons < 1 m wide are denoted by a grey line labeled PshH",,"{metamorphic,sedimentary}"
51874,73,Metamorphosed tuff and shale,,Early Proterozoic,"Greenish-gray to tan phyllite and muscovite-biotite schist. At higher metamorphic grades, muscovite schist may contain andalusite, sillimanite, garnet, staurolite, or cordierite. Manganese-rich garnet coticle, magnetite octahedra, and traces of chalcopyrite are distinctive components in Berne, Hill City, Silver City, Medicine Mountain, and Deerfield 7.5-minute quadrangles. Subunits rich in magnetite and ilmenite produce strong magnetic anomalies. Included as part of Oreville Formation in Hill City area by Ratté and Wayland (1969). Unit includes increasing number of metagraywacke beds to the northeast and loses distinctive identity a few kilometers north of Pactola Lake. East of Mystic (T. 1 N., R. 3 E.), unit includes thin alkalic metabasalt (unit Xby). West toward Rochford, unit is equivalent to tuffaceous shale, tuff, and volcaniclastic rocks (unit Xtv), in which tuff within the volcaniclastic rocks has a U-Pb zircon age of 1,883 ± 5 Ma (Redden and others, 1990). Thickness as much as 700 m.",,"{igneous,metamorphic,sedimentary}"
86026,216,Besa River Formation,Besa River Formation,Late Devonian - Carboniferous,"Medium grey to black shale and mudstone; variably calcareous, locally buff weathering; interbedded with minor argillaceous dolostone, limestone, spiculite, and chert that increase up section; scattered siderite nodules and pyrite lenses.",,{sedimentary}
71118,176,Jack Creek Quartzite,Jack Creek Quartzite,Neoarchean,"Dominated by white quartzite and contains lenses of paraconglomerate, quartz-pebble conglomerate, gray and green phyllite, metagraywacke, and marble; 1650 feet (503 m) thick in the northwestern Sierra Madre, including the Deep Gulch Conglomerate Member at the base, which consists of 328 feet (100 m) of well-developed pyritic and radioactive quartz pebble conglomerate (Houston and Graff, 1995)","Phantom Lake Metamorphic Suite (Neoarchean)— All three subunits of the Phantom Lake metamorphic suite in the Sierra Madre have been subjected to multiphase deformation that has obscured stratigraphic relationships; Jack Creek Quartzite and Bridger Peak Quartzite may actually be the same geologic unit (Souders and Frost, 2006)","{metamorphic,sedimentary}"
27834,21,Hunt Fork Shale,Hunt Fork Shale,Devonian,"Dark gray to medium gray, fissile, laminated clay shale and slate, silt, and micaceous siltstone;  few ironstone concretion; weathers black to brown; locally pyritic and weathers rusty.  Interbedded with as much as 25% brown-weathering, thin bedded fine grained, partly calcareous sandstone and graystone, including both quartz-chert arenite and quartz-chert wacke; sandstone schistose in southern part of area.  Minor thin beds of ferruginous, argillaceous, fossiliferous limestone.  Cyclic depositional pattern evident, with siltstone grading upward into shale; limestone in upper parts of some cycles.",,{sedimentary}
36401,22,Hyden Formation,Hyden Formation,Middle Pennsylvanian,"Sandstone, siltstone, shale, coal, and underclay: Sandstone is light gray, weathers yellowish gray to yellowish orange; medium to very fine subangular to angular grains, moderately well sorted, locally argillaceous; cement, where present, is generally calcite; occurs in units as much as 80 feet thick, generally with sharp basal contacts.  Basal zone of lenticular units contains abundant siderite grains and nodules, clay galls, coal spars, fossil bark and leaf imprints.  Siltstone and shale locally interlaminated with very fine grained sandstone; locally ripple marked; dark-gray carbonaceous pyritic sandy clay shale overlies Taylor coal bed in a band about 4 miles wide centered approximately along a line extending northeastward from Prater Branch at west edge of quadrangle through David. Kendrick Shale of Jillson (1919) best developed in vicinity of David.  Where present it is generally a zone about 5 feet thick of calcareous siltstone and sandstone with minor clay shale; marine fossils are more abundant in sandstone whereas plant fossils are more abundant in siltstone.  Taylor coal bed generally thin but reaches 40 inches in thickness including partings along Jake Wireman Fork and Shepherd Branch.  Hamlin coal bed thin, generally in two or three beds in an interval of about 3 feet, very persistent.  Fire Clay rider coal bed generally very thin, persistent, crops out in roadside along Grassy Creek where it contains a 11/2 inch-thick flint-clay parting, along the Licking River above Will Branch, and in Bullmire Branch.  Fire Clay coal bed likely persists through quadrangle, contains a flint-clay parting up to 4 inches thick.  In Licking River drainage of this quadrangle the bed crops out only at a single locality in Howard Fork.  Little Fire Clay and Whitesburg coal beds very thin, crop out in Floyd County part of quadrangle only.  Williamson coal bed thin.",Ph; David Quadrangle (GQ-720) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=819 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=324HYDN&gq_num=720&map_level=24K,{sedimentary}
36344,22,Hyden Formation,Hyden Formation,Middle Pennsylvanian,"Taylor coal bed is persistent throughout the mapped area.  It is generally 3 feet thick but locally as thick as 4 1/2 feet, and in the northeastern part of the mapped area coal as thick as 7 1/2 feet has been mined in the Taylor seam.  The Taylor thins where the upper part of the coal grades into overlying carbonaceous shale.  This waxy carbonaceous shale is very resistant to weathering, and its easily spotted float forms an important guide to prospecting for the Taylor coal.  The Taylor-Magoffin zone generally forms a prominent bench, which also aids in locating the coal. \nLargely sandstone, some shale: sandstone units as much as 120 feet thick, generally more crossbedded and coarser grained in the lower part; separated by lenticular units of medium- and medium-dark-gray shale 1 to 25 feet thick. \nCoal: Fire Clay coal bed is characterized by a discontinuous parting of flint clay, medium-brownish-gray to dark brownish-gray and locally nearly white, ranging in thickness from 0 to 6 inches or a little more.  The Fire Clay coal is commonly split into 3 or 4 coal beds ranging in thickness from 1/2 foot to 2 feet, separated by partings of shale or underclay ranging in thickness from less than an inch to as much as 5 feet.  Locally some beds coalesce to form a single bed of economic thickness.  Very rarely the upper beds nearly join the lower beds to form a coal zone 8 to 12 feet thick; at such localities the seam is known as the ""Big Dirty"" coal.  Overlying sandstone units locally cut out the upper beds of the Fire Clay coal zone, but nowhere is the entire coal zone missing. Fire Clay rider coal bed occurs 25 to 50 feet above the Fire Clay coal, is discontinuous, and is generally less than 2 feet but locally as much as 4 feet thick.  A discontinuous coal bed as much a s 11/2 feet thick occurs 30 to 60 feet above the Fire Clay ride, coal bed; it is generally in 2 splits, each 3 to 6 inches thick. \nSandstone and shale: upper part largely sandstone, fine- to medium-grained; units are as much as 50 feet thick, are separated by lenticular units of medium-gray to medium dark-gray shale 1 to 15 feet thick, and have sharp disconformable basal contacts with underlying shales and coals.  Lower part of interval, to top of the Williamson coal bed, is a single unit 40 to 80 feet thick-the Kendrick Shale of Jillson (1919); it consists largely of shale and calcareous shale with silty-limestone concretions, interstratified with a few thin to very thin fine-grained sandstone beds.  Sideritic nodules and nodular bedding are everywhere present and marine and brackish-water fossils are locally present. Williamson coal at nearly all exposures is from 3 to 4 feet thick; but its thickness ranges from 2 to 7 feet.  It is characterized by an unusually high content of sulfur (2-4 percent); the sulfur is in pyrite, which occurs in lenses concentrated near the top and bottom of the seam and as thin films coating cleat surfaces.  Owing to a persistent sandstone unit closely underlying the base of the Williamson coal, the Williamson-Kendrick interval forms a wide, generally persistent bench. \nCoal: the coal bed 70 to 100 feet above the Williamson is thin and discontinuous.  Whitesburg coal bed, 110 to 140 feet above the Williamson coal, is persistent throughout the mapped area; commonly 1 to 2 feet thick, in places it is 3 to 4 feet thick with a 1/2- to 1-foot coal bed close above.  In the mapped area the Whitesburg coal bed is exposed by natural agencies more than any other coal and is a fairly useful marker bed.",Ph; Williamson Quadrangle (GQ-187) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=542 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=324HYDN&gq_num=187&map_level=24K,{sedimentary}
36353,22,Hyden Formation,Hyden Formation,Middle Pennsylvanian,"Sandstone, shale, and coal: Clayey and silty sandstone, light-gray, fine- to medium-grained, laminated to thin-bedded, cross-stratified; framework chiefly quartz with notable amounts of feldspar and mica, matrix largely clay and silt; weakly cemented, moderately consolidated; in irregular lenticular bodies seldom more than 60 feet thick; grades to interlaminated silty shale and very fine grained sandstone.  Shale, largely medium-dark-gray and silty, even- to ripple-laminated; generally associated with coal beds.  Kendrick Shale of Jillson (1919), 20 to 80 feet thick, dominantly silty clay shale, evenly laminated, irregular laminae and nodules of silty siderite common in lower part, calcareous in part and locally contains silty limestone concretions; marine fossils present near base but rarely observed.  Fire Clay coal seam, locally exceeds 200 inches in thickness including many clay partings, especially in lower part; generally the thicker coal beds occur in the top 40 to 80 inches of the seam; contains at least one persistent parting of flint clay as much as 6 inches thick. Whitesburg coal zone, generally 3 coal seams, principal (middle) seam erratic in thickness.  Amburgy coal seam, called the ""Sulfur seam"" locally, erratic in thickness and rarely exceeds 26 inches, largely common-banded bright and dull attrital coal, pyrite lenses and films common; splits southward where it is represented by three thin coals in a 60-foot section.",Ph; Hellier Quadrangle (GQ-950) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=922 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=324HYDN&gq_num=950&map_level=24K,{sedimentary}
36368,22,Hyden Formation,Hyden Formation,Middle Pennsylvanian,"Taylor coal bed commonly less than 1 foot thick.  Roof generally medium- to dark-gray silty claystone, in places fossiliferous, 0 to 10 feet thick; locally blocky to massive sandstone.  Floor light to medium-gray underclay as much as 2 feet thick, commonly less than 1 foot.  Sandstone, siltstone, claystone, and coal: Sandstone, very light to dark-gray; weathers pale yellowish orange to moderate reddish brown, locally dusky red below Fire Clay coal zone; very fine to medium grained, commonly fine to medium grained; few coarse grains scattered throughout unit; poorly to moderately well sorted; consists of subangular to subrounded quartz, weathered feldspar common but abundance generally decreasing towards top of interval, rare to abundant mica, rare siderite, magnetite, limonite, coal flecks, and unidentified green grains; locally calcareous; in northwestern corner finely disseminated marcasite or pyrite in thin sandstone bed above Whitesburg coal bed; very thin to thick bedded, in places very thinly crossbedded in low-angle sets; evenly to irregularly bedded and interbedded with siltstone, claystone, and carbonaceous and coaly laminae; generally forms small but persistent bench under Magoffin Beds and indefinite benches below coal beds; locally contains shaly lenses; generally at base coal trash, streaks, lenses, siderite pebbles, and locally clay pebbles 1/4 to 1/2 inch in diameter.  Siltstone, very light to dark-gray; weathers pale yellowish orange to moderate olive brown, locally moderate to dusky red; in places clayey; laminated to thinly laminated, locally thinly cross laminated, evenly to very irregularly laminated; in places weathers to splintery or pencil-shaped fragments; fossil plant fragments and carbonaceous material common throughout, locally siderite pebbles or nodules at base.  Claystone, light- to very dark gray; weathers pale olive to dark greenish and brownish gray, locally stained pale yellowish orange to moderate reddish brown; generally silty, locally very silty to sandy in many places carbonaceous, containing coal lenses, coal fragments, and carbonaceous and coalified fossil plant fragments, locally micaceous; generally moderately well to well laminated, locally indistinctly laminated and grades imperceptibly into underclay; commonly grades laterally or vertically into siltstone; weathers to platy chips; commonly contains abundant fossil plant fragments, siderite nodules or thin beds; in Fire Clay coal zone near coal beds common fibrous and platy efflorescent gypsum, jarosite, sylvite, and other secondary minerals.  Kendrick Shale of Jillson (1919), 15 to 45 feet thick, commonly 20 to 25 feet, crops out only in southeastern corner; fossiliferous zones commonly less silty; contains linguloid, orbiculoid, and possibly some articulate brachiopods in canneloid claystone; also very fossiliferous limestone, sideritic claystone zone containing productid and spiriferid brachiopods; limestone concretions as much as 2 feet thick and 5 feet in diameter, dark-gray, tough, silty; contain animal fossil fragments.  Upper coal bed of Fire Clay coal zone, commonly 1/2 to 1 foot thick where present.  Roof commonly blocky to massive sandstone, in many places thin silty claystone, siltstone, or canneloid claystone containing linguloid brachiopods between coal and sandstone, in northern and northwestern part claystone, siltstone, sandstone, and as many as three thin coal beds between coal bed and base of Taylor coal bed.  Floor light- to medium-gray underclay, 0 to 2 feet thick, commonly 1/2 foot or less. Correlative with Fire Clay rider coal bed of Kermit, Inez, and Offutt quadrangles.  Lower coal bed of Fire Clay coal zone, commonly 1 foot thick where exposed in northern half, parting of very carbonaceous and coaly claystone commonly containing 2- to 6-inch-thick dark brownish-gray flint clay.  Roof commonly flaggy to blocky sandstone in most places grading upward into upper coal bed seat rock, massive sandstone in east and in most places in northeast where upper coal bed missing. Floor light- to medium-gray underclay, 0 to 1 foot thick, commonly 1/2 foot or less.  Whitesburg coal bed exposed mainly in southeastern corner, only few places in northwestern corner, commonly 1 foot or less thick.  Roof commonly claystone containing linguloid- or orbiculoid-bearing canneloid claystone or thin claystone and sandstone units; in northwestern corner commonly carbonaceous sandstone and silty claystone containing limestone concretions, articulate, linguloid, and orbiculoid brachiopods.  Floor light- to medium-gray underclay, 0 to 1 foot thick, commonly 1/2 foot or less.",Ph; Milo Quadrangle (GQ-543) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=736 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=324HYDN&gq_num=543&map_level=24K,{sedimentary}
82978,133,Sunbury Shale,Sunbury Shale,Devonian - Mississippian,"Age is listed as ""unassigned"" on map, but is placed between Mississippian and Devonian on stratigraphic section.  Secondary unit description from USGS Geologic Names lexicon (ref. MI016): Sunbury Shale is the youngest of the regionally extensive black gas shales. It is typically fissile black shale that weathers into small discoidal sharp-edged chips. Pyrite is common, particularly near the base where it separates a zone of small inarticulate brachiopods and SIPHONODELLA conodont fauna from the underlying Berea. Unit is present only in the western part of the basin. Crops out at many places along the eastern flank of the Cincinnati arch in OH and northeastern KY and ranges there from 10 to 40 ft thick. Thins to a featheredge toward the east. Overlies the Berea throughout eastern OH, WV, and northern KY, but overlies the Cleveland Member of the Ohio Shale in central KY. Grades laterally into the upper unit of the Gassaway Member of the Chattanooga Shale in south-central KY and is present only as a biostratigraphic zone in the top of the Gassaway in north-central TN.","Original map source: Cannon, W.F., Kress, T.H., Sutphin, D.M., Morey, G.B., Meints, Joyce, and Barber-Delach, Robert, 1997, Digital Geologic Map and mineral deposits of the Lake Superior Region, Minnesota, Wisconsin, Michigan: USGS Open-File Report 97-455 (version 3, Nov. 19",{sedimentary}
38820,22,"Sunbury Shale, Berea Sandstone, and Bedford Shale, undivided",Sunbury Shale; Berea Sandstone; Bedford Shale,Upper Devonian | Lower Mississippian,"Shale, dark-gray to black, highly carbonaceous, weathers medium gray to light brown; highly fissile; contains pyritic nodules as much as an inch across.  Forms steep to moderate slopes with soil, commonly less than a few inches thick, containing abundant shale chips. \nSUNBURY SHALE AND BEDFORD SHALE USGS Unit Info: GEOLEX (id: 11314)   Shale, medium- to olive-gray, weathers greenish to yellowish gray; poorly fissile; contains pyritic nodules, calcitic concretions, and many very thin siltstone beds and lenses.  Unit present in eastern and southern parts of quadrangle, pinches out westward; generally covered.  Basal contact sharp, accurately located by slope break and by presence in soil of black shale chips of underlying unit.",MDsb; Olympia Quadrangle (GQ-1406) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=449 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=339SNBD&gq_num=1406&map_level=24K,{sedimentary}
