concept_id,name,age,usage_notes,descrip,province,url,ref_id 
31952,North Esk,Tremadocian Age-Darriwilian Age,Current name,"Basalt, chert, pelite and schist with subsidiary psammite and trace metabasalt, metabasaltic-rock, metachert and metaconglomerate. Stratified bedrock. Occurs onshore. Deposited during the Tremadoc Series - to - Abereiddian Stage (Ordovician Period) (485.4-460.5 Ma BP). Three lithologies with oceanic affinities are juxtaposed: (i) metabasalt, commonly spilitised, locally retaining pillows, metamorphosed to chlorite-schist over much of the outcrop; (ii) chert, brownish, pyritic in places, with cavities filled with yellow limonite; (iii) black slaty pelite rich in iron oxides, weathering reddish away from stream sections. Outcrop belt 600m wide: thickness unknown. No lower stratigraphical boundary identifiable. Unconformably overlain by Margie Formation.",Occurs in several fault-bounded pods just north of the Highland Boundary Fault between Glen Sannox (Arran) and Garron Point (Stonehaven).,http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=NOE,27
32127,Weymouth,Oxfordian Age,Current name,"Calcareous mudstone and mudstone with subsidiary siltstone. Stratified bedrock. Occurs onshore. Deposited during the Oxfordian Age (Jurassic Period) (163.5-157.3 Ma BP). Predominantly pale grey, blocky, smooth, calcareous mudstones, generally only slightly silty. Thin, dark grey, carbonaceous beds with striking interburrowing at intervals. Thin calcareous siltstones may occur. Poorly fossiliferous. Large Gryphaea are characteristic; ammonite fauna usually pyritised, locally associated with sideritic nodules. 0 - 70m Top of Lamberti Limestone (where present) or an equivalent shell bed or siltstone. This horizon can be clearly picked on geophysical logs. Change in Gryphaea faunas (G. lituola below to G. dilatata, above) and ammonite faunas (Kosmoceras, below; Cardioceras, above) useful supportive indicators.  At upward change to more silty lithologies of West Walton Formation or its more sandy correlatives (eg Nothe Grit); commonly transitional and necessarily arbitrary. Most easily positioned where minor disconformity present. Upward change in faunal preservation from three-dimensional pyritised forms, below, to crushed clay casts, above, where Gryphaea specimens are increasingly large.",Dorset to North Yorkshire.,http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=WEY,27
32191,Stewartby,Callovian Age,Current name,"Mudstone with subsidiary siltstone and silty mudstone. Stratified bedrock. Occurs onshore. Deposited during the Callovian Age (Jurassic Period) (166.1-163.5 Ma BP). Predominantly pale to medium grey, commonly smooth, variably silty, calcareous, poorly fossiliferous, blocky mudstones. Subordinate beds of silty mudstones packed with immature shells of the bivalve Bositra buchii (Roemer). Thin, calcareous siltstones, particularly in upper part, commonly with Gryphaea. Ammonites and other macrofauna generally pyritised. 0 - c.50m. At top of highest brownish-grey, organic rich mudstone within thinly interbedded transition (to c.3m thick) to brownish-grey, fissile mudstones of underlying 'Lower Oxford Clay'(Peterborough Member). More or less arbitrary in field mapping. At the top of the Lamberti Limestone (where present) or an equivalent shell bed or siltstone. The horizon is clear on geophysical logs. Change in Gryphaea faunas (G.lituola, below to G. dilatata, above) and ammonite faunas. (Kosmoceras, below: Cardioceras, above) useful supportive indicators. Base of Weymouth Member.",Dorset to Humberside.,http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=SBY,27
32311,Tobar Fuar Limestone,Neoproterozoic Era,Current name,"Limestone. Stratified bedrock. Occurs onshore. Deposited during the Neoproterozoic Era (Precambrian) (1000-541 Ma BP). Crystalline limestone, grey, lenticular, bedded, originally fragmental, commonly with pyrite, locally with tight folding. Calcite segregations in parts. Generally blocky (massive to flaggy). To c.20m Lower limit of limestone overlying graphitic semipelitic to pelitic schist of the Badenyon Schist and Limestone Formation. Upper limit of limestone overlain by semipelite and highly micaceous psammite, slaty, blue-grey, of the Badenyon Schist and Limestone Formation.","South of the Lecht in the valleys of the Loinherry/Camore Burn, west of the Lecht Road (A939) and east of the road in the valley of the Milltown Burn. Upper Donside, Aberdeenshire.",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=TOFU,27
32423,Mulgrave Shale,Toarcian Age,Current name,"Bituminous mudstone and mudstone with subsidiary carbonaceous mudstone. Stratified bedrock. Occurs onshore. Deposited during the Toarcian Age (Jurassic Period) (182.7-174.1 Ma BP). Mudstone, dark grey, bituminous and pyritic, with common layers of grey calcareous concretions, ovoid and spherical and ranging up to 4.5 m in diameter, particularly in the lower third (the Jet Rock) which also hosts the horizon bearing the black, highly compressed fossil wood (jet); similar concretions are also present at the top of the upper third (Bituminous Shales); fossils including ammonites and belemnites common throughout. 31m thick on the Yorkshire coast, thins west and south to between 23 and 25m (Brown Moor and Felixkirk boreholes)(Gaunt et al., 1980; Powell et al., 1992). Shallow marine with little terrigenous sediment input and periods of anoxic bottom conditions resulting in deposition of organic-rich mud, the formation of pyrite and preservation of jet (fossil wood). Conformable: base of bituminous mudstone with large concretions resting upon non-bituminous shaly mudstone (Grey Shale Member). Bed 33 on Bed 32 at Hawsker Bottoms and Port Mulgrave (bed numbers of Howarth, 1955). Conformable: base of non-bituminous grey shaly mudstone (Alum Shale Member) resting upon dark grey bituminous mudstone with a double layer of sideritic concretions (Ovatum Bed). Bed 49 on Bed 48 at Hawsker Bottoms and Whitby (bed numbers of Howarth, 1955).","Cleveland Basin as far south as Acklam area, becoming indistinguishable southwards (see Supplementary Information).",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=MULG,27
32529,Hillswick,Neoproterozoic Era,Current name,"Psammite with subsidiary metaconglomerate, pyritic quartzite, pyritic semipelite and semipelite. Stratified bedrock. Occurs onshore. Deposited during the Neoproterozoic Era (Precambrian) (1000-541 Ma BP).","These are Moine-like rocks west of the Walls Boundary Fault, separated from the Sand Voe Group by the Northmaven Complex. They were not named separately by Mykura (1976) or Phemister (1978), but were named by Robinson (1983).",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=HIWK,27
32609,Boscastle,Mid Mississippian Epoch-Bashkirian Age,Current name,"Mudstone with subsidiary sandstone and siltstone and trace lava, limestone and tuff. Stratified bedrock. Occurs onshore. Deposited during the Visean Stage - to - Chokierian Substage (Carboniferous Period) (346.7-323 Ma BP). Dark grey to black pyritous mudstones with thin laminated siltstones. Packets of thin- to thick-bedded grey fine- to coarse-grained quartzose sandstones punctuate the Formation. Adjacent to intertonguing contacts with the Buckator Formation, the sandstones are calcareous, locally shelly and locally accompanied by thick beds of bioclastic limestone and nodules of silicified limestone. The mudstones are locally burrowed. Rare thin beds of tuffaceous mudstone, and tuffs and lavas also occur. Several hundred metres, but may be more or less due to the faulting, thrusting and folding. The lower boundary is not seen as it is tectonic. However, the Formation inter-tongues with the Buckator and Teign Chert formations. Lower boundaries with the Buckator Formation are taken at the gradational appearance of dark grey sandstones and mudstones of the Boscastle Formation above the green grey mudstones with thin calcareous siltstones and limestones of the underlying Buckator Formation. Only an upper boundary is seen with the Teign Chert Formation. The upper boundary is not seen as it is tectonic. However, the formation intertongues with the Buckator and Teign Chert formations. Upper boundaries with the Buckator Formation are taken at the gradational appearance of green grey mudstones with thin calcareous siltstones and limestones of the underlying Buckator Formation above the dark grey sandstones and mudstones of the Boscastle Formation. Upper boundaries with the Teign Chert Formation are taken at the incoming of silicified siltstones, mudstones and scattered chert beds of the Teign Chert Formation above the interbedded sandstones and mudstones of the Boscastle Formation.","Between Boscastle (SX 95 91) and Lewanwick (SX 27 81), north Cornwall.",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=BOSC,27
32888,Dowhills Mudstone,Serpukhovian Age-Bashkirian Age,Current name,"Mudstone with subsidiary sandstone and siltstone and trace chert. Stratified bedrock. Occurs onshore. Deposited during the Brigantian Substage - to - Marsdenian Substage (Carboniferous Period) (330.9-320 Ma BP). Dark grey to black, rather soft, pyritous mudstones with scattered thin siltstone and sandstone beds (less than 10%). There are some thin chert beds on the north crop of the Culm synclinorium. The Ashton Mudstone Member is the lateral equivalent of the Formation on the south crop; it is thought to be characterised by more abundant and thicker sandstones. Further work is needed to confirm this. 210 to 430m on south crop, 30m on north crop. In the north crop of the Culm synclinorium, between Brushford and Ashbrittle, the lower boundary is taken at the incoming of dark grey predominantly unfossiliferous finely laminated silty mudstones with scattered siltstones of the Dowhills Mudstone Formation above the highest limestone bed of the underlying Bampton Limestone Formation. Between Ashbrittle and Wellington the lower boundary is taken above the highest limestone bed of the underlying Westleigh Limestone Formation. West of South Molton the lower boundary is taken at the incoming of dark grey to black pyritic mudstones above the streaky laminated cherts and mudstones of the underlying Coddon Hill Chert Formation. The boundary is taken at the top of the highest chert bed. These pyritic mudstones, the Limekiln Beds of Prentice (1960) were included by Edmonds et al. (1985) in the Crackington Formation. Further work is needed in this area. In the south crop of the Culm synclinorium between Exeter and the Teign valley, the lower boundary is taken at the incoming of bluish grey micaceous mudstones with scattered thin sandstones and siltstones of the Ashton Mudstone Member above the fossiliferous interbedded cherts, limestones and mudstones (Posidonia Beds) of the Teign Chert Formation. The upper boundary is gradational and taken at the incoming of more abundant and relatively thicker sandstones of the overlying Crackington Formation above the mudstones with less than 10% sandstone in the underlying Dowhills Mudstone Formation.","On the north crop of the Teign Valley Group between Bideford (SS 45 27), north Devon and Wellington (ST 13 20), Somerset. Between the Bideford area (SS 45 27) and Brushford (SS 92 26) west Somerset, the formation has not been mapped by BGS. In this area it probably equates with the Limekiln Beds (Prentice 1960), included in the Crackington Formation by Edmonds et al. (1979). Further work is needed in this area to resolve this. Due to thrusting along the south crop of the Teign Valley Group, the formation is seen only between the Teign valley (SX 84 84) and Exeter (SX 90 92), Devon. It may be present in the Okehampton area (SX 59 94) but has not been mapped, probably being included in the Crackington Formation. Further work is needed.",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=DHLS,27
33115,Highfield Farm Limestones Bed,Sinemurian Age,Current name,"Limestone and mudstone. Stratified bedrock. Occurs onshore. Deposited during the Sinemurian Age (Jurassic Period) (199.3-190.8 Ma BP). One to two bluish grey, weathering yellowish brown, silty, slightly sandy, shelly limestone beds 0.02 to 0.8m thick, separated by mudstone (0.35m thick in type section).  Both limestone and mudstone contain pyritic shells and debris and the limestones include much amorphous pyrite.  Fauna includes bivlaves (including common pectiniids and numerous Gryphaea), ammonites, belemnites, ostracods and echinoderms.  Forms a weak feature. 0.1 to 1.5m; 0.52m in type section. Change up from grey mudstone with small phosphatic nodules and ammonites, and large limestone nodules of the undifferentiated Foston Member; at 13.11m depth in type section Fulbeck Airfield Borehole (SK95SW/17). Change up into grey mudstone of the undifferentiated Foston Member; at 12.59m depth in type section Fulbeck Airfield Borehole (SK95SW/17).","East Midlands:  north Leicestershire to Linclonshire.  Not recognised in the Scunthorpe Mudstone Formation of north Lincolnshire, or south Leicestershire, where it passes south into either part of the more argillaceous Rugby Limestone Member of the Blue Lias Formation or part of the mudstone-dominated Charmouth Mudstone Formation.",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=HFFL,27
33192,Hurlet Coal,Serpukhovian Age,Current name,"Coal with subsidiary seatearth sandstone. Bedrock. Occurs onshore. Formed during the Brigantian Substage (Carboniferous Period) (330.9-329 Ma BP). A bright banded coal, containing vitrinite with some inertinite (including fusinite = mineral charcoal); commonly recorded as pyritous and dirty but with good coking properties. Varies from a few centimetres, to 2.4m (south of Blackburn in West Lothian) to 1.32m in the Milngavie No.1 Borehole [BGS Registered No.NS57SE/39, NGR NS 5501 7335] in the Glasgow district. Known to be 1.6m thick in the Bathgate area of West Lothian, encountered at a depth of 152.3m in Murrayfield No.1 Borehole, BGS Registered No.NS96NE/276, NGR NS 9875 6554. Generally identified by a grey, rooted seatearth or seatclay just above the non-marine Baldernock Limestone, almost at the top of the Lawmuir Formation in the Glasgow area, or almost at the top of the West Lothian Oil-shale Formation in West Lothian (no Baldernock Limestone). Considered as a conformable contact and defined as the lithological change from the underlying strata. Usually seen as a change to mudstone, locally Lingula-bearing or marine, underlying the Hurlet Limestone, that forms the base of the Lower Limestone Formation. Noteworthy, is the presence in some areas (eg Lennoxtown northeast of Glasgow) of the marine Alum Shale bed (1-2m thick) in this interval. Considered as a conformable contact and defined as the lithological change to the overlying strata.","Present throughout the outcrop of the Lawmuir Formation in the Glasgow-Paisley area of the Carboniferous of the Midland Valley of Scotland, but absent on highs largely created by the Clyde Plateau Volcanic Formation; also developed in West Lothian in the West Lothian Oil-shale Formation of the Bathgate area.",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=HURC,27
33398,Clogau,Cambrian Series 3,Current name,Mudstone with subsidiary silty mudstone and trace sandstone. Stratified bedrock. Occurs onshore. Deposited during the St David's Series (Cambrian Period) (508-499 Ma BP). Black pyritous and carbonaceous mudstones and silty mudstones with rare silt laminae and sparse fine-grained sandstone beds. 90 to 105m Conformably overlies sandstone of the Gamlan Formation (Harlech Grits Group). Boundary is transitional over 5m. Sharply but unconformably overlain by silty mudstone and sandstone turbidites of the Maentwrog Formation.,"Northern, eastern and southern flanks of the Harlech Dome, North Wales.",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=CLU,27
33536,Flamborough Chalk,Santonian Age-Campanian Age,Current name,"Chalk with subsidiary calcareous mudstone. Stratified bedrock. Occurs onshore. Deposited during the Santonian Age - to - Campanian Age (Cretaceous Period) (86.3-72.1 Ma BP). White, well-bedded, flint-free chalk with common marl seams (typically about one per metre). Common stylolitic surfaces and pyrite nodules. The type section, between Flamborough Head and Sewerby, exposes the basal about 160m of the formation. Equivalent, and probably slightly higher beds (extending up to about 220m above the base of the formation, according to Whitham, 1993) crop out inland, in the northernmost part of the Yorkshire Wolds, near Driffield. Still higher beds occur beneath drift in the Holdernessregion where the formation, in boreholes, appears to total about 265m thick. The lower boundary is at the top of the highest flint band of the underlying thick, flint-rich unit of chalk (ie. the Burnham Formation; qv); in the type section this is the High Stacks Flint, but elsewhere can be at a somewhat different horizon. The upper boundary is at the base of the lowest flint of the succeeding thick, flint-rich Rowe Formation.","Known throughout the Northern Province in East Yorkshire and northeast Lincolnshire, Flamborough Head to Grimsby area (see Sumbler, M G, 1999, Fig.1).",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=FCK,27
33630,Lockington Limestone,Mid Mississippian Epoch-Serpukhovian Age,Current name,"Limestone with subsidiary mudstone and trace sandstone. Bedrock. Occurs onshore. Formed during the Asbian Substage - to - Brigantian Substage (Carboniferous Period) (337-329 Ma BP). Packages between 15 and 30m thick of pale brown, argillaceous to sandy limestone, displaying turbiditic facies, normal graded with sharp bases, interbedded with thinner sequences of pyritic and carbonaceous mudstone and thin sandstone beds. From 143 to 185m The base of the lowest thick, pale brown turbiditic limestone package, where it rests on grey-brown calcareous mudstones and limestones of the Long Eaton Formation. Where the top of the uppermost thick limestone of the pale brown Lockington Limestone Formation, is overlain by the base of the overlying Widmerpool Formation, consisting of grey-brown mudstone with thin beds of argillaceous limestone.","Does not appear at outcrop, limited to the Widmerpool half-graben in the subsurface [SK 53].",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=LOCL,27
33651,Outwoods Shale,Cambrian Series 3-Furongian Epoch,Current name,"Mudstone with subsidiary sandstone and siltstone. Stratified bedrock. Occurs onshore. Deposited during the Merioneth Series (Cambrian Period) (499-485.4 Ma BP). Interbedded grey burrowed, and dark-grey or greenish grey pyritic, mudstone. Beds of siltstone and sandstone increase in upper part. 300m in general: 87m minimum in Merevale No.1 borehole; 158m minimum in Merevale No.3 borehole. Transitional passage, with decreasing proportion of bioturbated, erosionally-truncated beds in upper part. Transitional passage into the Moor Wood Sandstone Formation by increase in silty and sandy beds and decrease in dark-grey, pyritic and carbonaceous material.","Extends from eastern suburbs of Bedworth, northwest to just east of Merevale Hall. (SP 3688 8633-2986 9758)",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=OWSH,27
33692,Leagram Mudstone,Mid Mississippian Epoch,Current name,"Mudstone with subsidiary limestone. Bedrock. Occurs onshore. Formed during the Chadian Substage (Carboniferous Period) (346.7-344.5 Ma BP). A dark grey, blocky, pyritic and calcareous mudstone, interbedded with thin, dark wackestones with diffuse bed boundaries. Up to at least 50 m thick. The dark grey blocky mudstone of the Leagram Mudstone Member lies conformably upon limestones of the Limekiln Wood Limestone Member in the Clitheroe Anticline or upon the Whitemore Limestone Member of the Whitewell Anticline. At the type locality, taken where there is a change from the dark grey blocky mudstone of the Leagram Mudstone Member to the overlying thin-bedded, laminated calcisiltites and dark grey, fissile mudstones of the Hodder Mudstone Formation (undifferentiated).","Restricted to the Clitheroe (SD 75 45), Slaidburn (SD 71 53) and Whitewell (SD 64 47) anticlines.",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=LEAM,27
33699,Dornoch,Paleocene Epoch-Eocene Epoch,Current name,"Mudstone, sandstone and siltstone. Stratified bedrock. Occurs offshore. Deposited during the Paleocene Epoch - to - Eocene Epoch (Palaeogene Period) (66-33.9 Ma BP). The Dornoch Formation consists of sandstone, siltstone and silty mudstone, with subordinate lignite and claystone in the uppermost part (Beauly Member). The sandstones range from fine to very coarse grade, with local conglomeratic beds, and are generally poorly consolidated. In parts of the Northern North Sea (e.g. block 3/1), the topmost bed of the formation is conglomeratic (Mudge & Copestake 1992). The siltstones and mudstones are brown-grey to grey-brown, micaceous, carbonaceous, and pyritic. They are poorly consolidated and display little or no fissility. Tuffaceous mudstones have been reported from some sections. Reaches over 600 m in the Outer Moray Firth; East Shetland Platform 200-300 m. The Dornoch Formation generally rests directly on mudstone of the Lista Formation, in which case it is marked by a change from grey, carbonaceous, silty, commonly fissile mudstone to to green-grey or olive-grey, poorly bedded mudstone with abundant agglutinating foraminifera. The associated changes in wireline-log character are somewhat variable, depending on whether the base of the Dornoch Formation is represented by sandstone (e.g. 14/25-1, 21/1-6) or mudstone (e.g. 3/8a-5A, 9/18a-4). However, the lower boundary usually occurs at, or shortly below, a marked downward decrease in sonic velocity. The Dornoch Formation is variously overlain by grey mudstones of the Sele Formation (e.g. 3/8a-5A, 9/18a-4), grey, silty, tuffaceous mudstones of the Balder Formation (e.g. 14/25-1), or green-grey, silty, glauconitic mudstones of the Mousa Formation or the Horda Formation (e.g. 21/1-6). The boundary is marked by a downward decrease in gamma-ray values, corresponding to a downward change from mudstone to sandstone, siltstone, or lignite. A marked increase in velocity commonly occurs at, or close to, the boundary, but where lignitic beds occur at the top of the formation (e.g. 14/19-5), there is a marked downward decrease in velocity.","The Dornoch Formation is present over western parts of the Outer Moray Firth and over much of the East Shetland Platform, extending into the Beryl Embayment and the East Shetland Platform.",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=DORN,27
33724,Montrose,Paleocene Epoch,Current name,"Mudstone and sandstone with subsidiary limestone and tuff. Stratified bedrock. Occurs offshore. Deposited during the Paleocene Epoch (Palaeogene Period) (66-56 Ma BP). The Montrose Group is characterized by mudstones that are variable in character but that differ from those of the overlying Moray Group in containing an abundant microfauna and in being poorly bedded, non-pyritic and mostly non-carbonaceous. The mudstones of the Maureen Formation display a downward increase in the proportion of carbonate, culminating in chalky marls that grade downwards into the chalky limestones of the Ekofisk Formation. The sandstones of the Montrose Group were deposited as submarine fans (Parker 1975, Knox et al. 1981; Rochow 1981; Mudge and Bliss 1983; Stewart 1987). The Montrose Group reaches over 600 m in parts of the Outer Moray Firth. The base of the Maureen Formation is taken at the upward change from chalky limestone or marl of the Chalk Group or Shetland Group to a more variable succession of thinly interbedded marl and limestone with local sandstone. The upper boundary is marked by a downward change from grey to grey-brown, carbonaceous, pyritic, mudstones and siltstones of the Moray Group to greenish, non-pyritic mudstones with abundant microfauna of the Montrose Group.",The Montrose Group extends throughout the North Sea area (Knox & Holloway 1992; Lott & Knox 1994).,http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=MONT,27
33738,Lista,Paleocene Epoch,Current name,"Stratified bedrock. Occurs offshore. Deposited during the Paleocene Epoch (Palaeogene Period) (66-56 Ma BP). The mudstone facies of the Lista Formation is characterized by non-calcareous, blocky, bioturbated, non-carbonaceous and non-pyritic mudstone. In deeper parts of the basin the mudstone is extremely fine grained, grading to true claystone, often with irregular, listric fracture surfaces. The dominant colour is pale green-grey to grey-green, with subordinate pale yellowish grey, red-grey, red-brown and dark grey. Much of the mudstone is unbedded, especially in the upper part, but moderately fissile and commonly darker mudstone or claystone occurs in the basal part of the unit. The degree of fissility is directly related to the intensity of bioturbation, with the mudstones in the middle and upper parts of the formation commonly being totally homogenized. <i>Zoophycos</i> burrows, preserved as thin inclined layers with distinctive chevron markings in cross-section, are commonly observed in cores. The mudstone is generally non-calcareous, but is locally highly calcareous in the south Central Graben. Siderite is commonly present as concretions. Calcareous mudstone is encountered in southern parts of the Central Graben, apparently reflecting the incorporation of disseminated chalk reworked from the Cretaceous or early Paleocene. <br /><br />The associated sandstones are variable in character. They mostly range from fine to medium grade and display varying degrees of cementation. Conglomeratic sandstones are present at some levels, especially in the Central Graben, with the coarse fraction being composed exclusively of fragments of chalk or penecontemporaneous mudstone. Sandstone lithologies are discussed in more detail below (refer to Heimdal Sandstone Member, Mey Sandstone Member). <br /><br />Thin, argillized, primary air-fall tuff layers are present in the lower part of the formation. Sand-grade, green to brown reworked ash is a prominent feature of the Mey Sandstone Member in parts of the Outer Moray Firth area, where it occurs as discrete volcaniclastic units (Balmoral Tuffite, e.g. 14/25-1) or disseminated in tuffaceous sandstones (refer to Mey Sandstone Member). The Lista Formation reaches over 600 m in the Outer Moray Firth area (e.g. 15/18-2), where the Mey Sandstone Member is thickest. In mudstone facies, the lower boundary of the Lista Formation is marked by a downhole change from varicoloured, commonly waxy mudstone or claystone to grey, silty, carbonaceous mudstone of the Maureen Formation (unit 2). This boundary commonly corresponds to the base of a small gamma-ray peak, below which gamma-ray values decrease progressively (e.g. 16/18-1, 14/25-1, 29/8b-1) or sharply (e.g. 3/8a-5A). The boundary is also associated with a zone of relatively low mudstone velocity; this helps to identify the boundary where more than one gamma-ray peak is present. In parts of the southern and western Central Graben, mudstone of the Lista Formation appears to rest directly on a unit of reworked chalk (e.g. 21/8-1), in which case the characteristic gamma-ray peak is not displayed. In mudstone facies, the top of the Lista Formation is recognized by a downhole change from dark grey, carbonaceous and commonly laminated mudstone of the Moray Group to paler, often greenish, poorly laminated mudstone. This change is accompanied by a marked increase in abundance of agglutinating foraminifera, recognizable in cuttings as minute sandy aggregates, often in tubular form (<i>Bathysiphon</i>). On wireline logs the boundary between Moray Group and Lista Formation mudstones is marked by a downhole decrease in gamma values (e.g. 16/18-1, 29/8b-1). Where sandstone is present at the base of the Moray Group (e.g. 14/25-1) there is no characteristic log signature to identify this boundary. The top of the Lista Formation is in mudstone facies over most of the region, but locally sandstone is present at or very near the top (e.g. 15/24-1; 22/2-2). In such cases, it may be difficult to determine whether the sandstone belongs to the Lista Formation or to the overlying Moray Group unless core samples or biostratigraphic data are available.","The Lista Formation occurs throughout the basinal area of the Central and Northern North Sea, with its western margin being erosional. Lott & Knox (1994) extended the geographical range of the Lista Formation to include the Southern North Sea.",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=LIST,27
33746,Moray,Paleocene Epoch-Eocene Epoch,Current name,"Stratified bedrock. Occurs offshore. Deposited during the Paleocene Epoch - to - Eocene Epoch (Palaeogene Period) (66-33.9 Ma BP). The Moray Group is characterized by grey to grey-brown, carbonaceous, pyritic mudstones and siltstones that contrast with the greenish mudstones of the overlying Stronsay Group and the underlying Montrose Group. The group is also characterized by a relatively sharp transition between a 'shelf' succession dominated by sandstone and siltstone, with subordinate lignite, and a 'basinal' succession dominated by mudstone. The shelf succession is assigned to the Dornoch Formation and the basinal succession to the Sele Formation and the Balder Formation. The Moray Group reaches thicknesses of over 500 m in Outer Moray Firth Basin thinning to less than 30 m in the southern Central North Sea. The base of the Moray Group is marked by a downward change from grey to grey-brown, carbonaceous, pyritic mudstones and siltstones to greenish mudstones of the Montrose Group. The top of the Moray Group is marked by a downward change from greenish mudstones of the Stronsay Group to grey to grey-brown, carbonaceous pyritic mudstones and siltstones.",The Moray Group extends throughout the UK North Sea area (Knox & Holloway 1992; Lott & Knox 1994). Subsequently Knox et al. (1997) extended the geographical range of the Moray Group to include the West of Shetland area.,http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=MORA,27
33750,Balder,Eocene Epoch,Current name,"Mudstone, sandstone and tuff. Stratified bedrock. Occurs offshore. Deposited during the Eocene Epoch (Palaeogene Period) (56-33.9 Ma BP). The Balder Formation consists of light to dark grey, generally fisile, carbonaceous, pyritic mudstone with abundant tuff layers in the lowest part. The mudstone is well laminated in the lower part, with light to medium grey indurated siliceous mudstone alternating with medium to dark grey soft, fissile mudstone. In the upper part, the mudstone is fissile, but soft and poorly laminated. In parts of the Viking Graben, the tuff-rich mudstones include thin reddish grey layers, often with diffuse boundaries, and often associated with minor bioturbation.<br /><br />The tuffs mostly occur as thin layers up to a few centimetres in thickness, with sharp bases and commonly displaying normal size grading; these are interpreted as undisturbed air-fall tuffs. Several cored sections in the Viking Graben have revealed units several tens of centimeteres thick that are internally structureless or display dewatering structures; such units are interpreted as resulting from grvity-flow resedimentation of the primary air-fall tuff (Malm et al. 1984). Sporadic calcite-cemented concretions or concretionary beds are present in some sections, as indicated by high-velocity spikes (e.g. 9/18a-15).<br /><br />Sandstone units up to 200 m thick occur in the Balder Formation in central and northern parts of the Viking Graben; thinner sandstone units occur in southwestern parts of the Central Graben (principally Quadrant 29). The sandstones are typically well sorted, clean and poorly cemented, although tightly cemented sandstones occur locally. In the Viking Graben, some sandstones in the upper part of the formation are believed to have been emplaced by injection from lower levels. The sandstone units in 204/9-1 and 205/16-1 may be informally referred to as the 'Balder Sandstone'. Typically 30 to 50 m thick; 100 m in Outer Moray Firth, 300 m+ in the South Viking. Typically 50-150 m on the UK NW Margin. The base of the Balder Formation is taken at a sharp downward decrease in the thickness of tuff layers and in the proportion of tuff to laminated mudstone. It is marked on wireline logs by a sharp downward increase in gamma-ray values; a downward decrease in sonic velocity typically takes place a few metres below (e.g. 21/10-1). A blocky log response is displayed where sandstone is present in the lower part of the formation, as in parts of the South Viking Graben (e.g. 9/18a-15; 9/19-7Z). Where the Balder Formation rests directly on the Dornoch Formation (e.g. 14/25-1) it is represented by variably tuffaceous siltstone or mudstone, generally resting on low-gamma sandstone or lignite. The top of the Balder Formation is normally defined by a downward change from grey-green or variegated mudstones of the Horda Formation, or from green-grey glauconitic siltstones of the basal Mousa Formation, to medium to dark grey, pyritic mudstone. In the south of Quadrants 21 and 22, the Balder Formation is locally overlain by sandstones of the Tay Formation.<br /><br />In basinal sections, the top of the Balder Formation is taken at the base of a sharp high-gamma peak (e.g. 21/10-1), which is believed to represent a phosphate-rich condensed section at the base of the Horda Formation. The upper part of the Balder Formation often displays low resistivity values, and a marked downward decrease in resistivity values commonly serves to identify the top of the formation in sections where the gamma peak is poorly developed or absent (e.g. 15/28-2).","The Balder Formation is present throughout most of the Central and Northern North Sea. It is, however, absent from most sections in the Outer Moray Firth, where the Mousa Formation rests directly on the Dornoch Formation. It is also locally absent along the southwestern margin of the Central Graben (e.g. 21/18-1A, 21/25-6), as a result of erosion before or during deposition of the Tay Sandstone. Lott & Knox (1994) and Knox et al. (1997) extended the geographical range of the Balder Formation to include the Southern North Sea and West of Shetland areas, respectively.",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=BALD,27
33897,Menevian,Cambrian Series 3,Current name,"Mudstone with subsidiary sandstone. Stratified bedrock. Occurs onshore. Deposited during the St David's Series (Cambrian Period) (508-499 Ma BP). Dark grey, laminated, commonly pyritous mudstones, with paler tuffaceous horizons locally, passing upwards into coarse turbiditic sandstones and interbedded mudstones in the upper part of the Group. 230m Conformable and gradational on the sandstones of the Solva Group. Conformable and gradational with the interbedded sandstones and mudstones of the Lingula Flags Formation.",Pembrokeshire; 1:50 000 Sheet 209 (St.David's).,http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=MEN,27
