,Location,Age.Ma,clusters,count,perc,Lat,Long,Phrase,Source,Notes
440,Unknown,393,Type.2,2,0.222222222,NA,NA,NA,NA,NA
441,Unknown,393,Type.1,2,0.222222222,NA,NA,NA,NA,NA
442,Unknown,393,Type.4,5,0.555555556,NA,NA,NA,NA,NA
443,Volga basin Russia,169,Type.5,2,0.066666667,48.6815831,44.856677,Taken near Kuybyshev,Google Earth,NA
444,Volga basin Russia,169,Type.2,1,0.033333333,48.6815831,44.856677,Taken near Kuybyshev,Google Earth,NA
445,Volga basin Russia,169,Type.3,1,0.033333333,48.6815831,44.856677,Taken near Kuybyshev,Google Earth,NA
446,Volga basin Russia,169,Type.4,26,0.866666667,48.6815831,44.856677,Taken near Kuybyshev,Google Earth,NA
447,"Whitby mudstone, Scotland",180,Type.3,7,0.538461538,54.4805755,-0.6193045,Taken as Whitby (England),Google Earth,NA
448,"Whitby mudstone, Scotland",180,Type.4,6,0.461538462,54.4805755,-0.6193045,Taken as Whitby (England),Google Earth,NA
449,"Whitby Mudstone, UK",180,Type.2,4,0.148148148,54.4805755,-0.6193045,Taken as Whitby (England),Google Earth,NA
450,"Whitby Mudstone, UK",180,Type.1,11,0.407407407,54.4805755,-0.6193045,Taken as Whitby (England),Google Earth,NA
451,"Whitby Mudstone, UK",180,Type.3,6,0.222222222,54.4805755,-0.6193045,Taken as Whitby (England),Google Earth,NA
452,"Whitby Mudstone, UK",180,Type.4,6,0.222222222,54.4805755,-0.6193045,Taken as Whitby (England),Google Earth,NA
453,Whites Fm. Aus.,1900,Type.2,8,1,-13.1300713,132.7559113,North of Pine Creek,Google Earth,NA
454,"Wittenoon, Pilbara, Aus.",2561,Type.2,44,0.530120482,-22.2277276,118.2746029,Wittenoom,Google Earth,NA
455,"Wittenoon, Pilbara, Aus.",2561,Type.1,39,0.469879518,-22.2277276,118.2746029,Wittenoom,Google Earth,NA
456,"Wittenoon, Pilbara, Aus.",2575,Type.2,20,0.357142857,-22.2277276,118.2746029,Wittenoom,Google Earth,NA
457,"Wittenoon, Pilbara, Aus.",2575,Type.1,33,0.589285714,-22.2277276,118.2746029,Wittenoom,Google Earth,NA
458,"Wittenoon, Pilbara, Aus.",2575,Type.3,3,0.053571429,-22.2277276,118.2746029,Wittenoom,Google Earth,NA
459,"Witts Basin, South Africa",2930,Type.2,68,0.985507246,-26.1715215,28.0400246,Taken as Johanessberg,Google Earth,NA
460,"Witts Basin, South Africa",2930,Type.4,1,0.014492754,-26.1715215,28.0400246,Taken as Johanessberg,Google Earth,NA
461,"Witts Basin, South Africa",2970,Type.2,48,1,-26.1715215,28.0400246,Taken as Johanessberg,Google Earth,NA
462,"Yeneena Basin, Aus.",830,Type.3,10,1,-22.416619,121.6833862,Taken as Yeneena Creek,Google Earth,NA
463,"Yerrida Basin, Aus.",2170,Type.2,9,0.160714286,-26.1750874,121.652186,South of DeGrussa,Google Earth,NA
464,"Yerrida Basin, Aus.",2170,Type.1,36,0.642857143,-26.1750874,121.652186,South of DeGrussa,Google Earth,NA
465,"Yerrida Basin, Aus.",2170,Type.3,11,0.196428571,-26.1750874,121.652186,South of DeGrussa,Google Earth,NA
466,"Zawar, India",1700,Type.2,25,0.961538462,24.3557749,73.7355888,Zawar,Google Earth,NA
467,"Zawar, India",1700,Type.3,1,0.038461538,24.3557749,73.7355888,Zawar,Google Earth,NA
